%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.name6,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.velocity6,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4,field.effort5,field.effort6
15859000000,389,15851000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748116807599423,-1.0182188677334256,1.7984333361686833,-2.5090708107274464,-1.7549413757562542,1.0041038630448211,1.3089494261851717,0.0016754751258254705,-0.00996474487379751,0.006164443034514038,-0.005124202064990769,0.016950839576838177,0.007751817817889753,0.005567429360298952,-0.16722291724773075,-17.782749281271283,20.201468357367045,-5.773738947543122,0.4559634905909862,2.214746419698949,-0.025823997912939305
15921000000,390,15890000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748114136477042,-1.018209272134257,1.7984283822834861,-2.5090646968420414,-1.7549587424134314,1.0040958907134607,1.3089438230029904,-0.005488156288069988,0.006242963423398539,0.0007466895634026327,0.008487595257038736,-0.008009722770700146,-0.004415147946205322,-0.00514125325971944,-0.11957943053917601,-18.158909433692415,20.230358819873544,-6.1080321829111535,0.6069597287978425,2.2939168871160596,0.03542049550653476
15962000000,391,15956000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.274808214948326,-1.018219631281422,1.7984356408272806,-2.5090691569983736,-1.7549420404986762,1.0041035129347682,1.3089493763899664,0.0016294862283484442,-0.009959537496623583,0.006140538120676685,-0.005151170070743376,0.01696294045033012,0.0077585081895260605,0.005568789001099731,-0.1664859341821439,-17.78312033092925,20.202184762572863,-5.773515824086418,0.4559077757127441,2.21475957385146,-0.025820129616670948
15996000000,392,15994000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748043102707287,-1.0182159559503328,1.7984288318154817,-2.5090725003086574,-1.7549509658562616,1.004100155581404,1.3089489285759575,-0.004087917173302469,-0.006149728874905458,0.001677978206204688,-0.0025067334466788854,0.006904371882984863,0.0034395353195811563,0.0070550354023453995,0.1581150053558117,-17.73293119543776,20.053737120217278,-5.907638328701013,0.4588859505425412,2.203598345040469,-0.02946668999568583
16041000000,393,16029000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.274804616582049,-1.0182159087271065,1.7984286576034627,-2.509072669251709,-1.754950878999737,1.004100170065807,1.3089489016865024,-0.004093143137028757,-0.006148445777086628,0.0016743713807277232,-0.0025090318568737396,0.006905057699132431,0.00343995744062512,0.0070548435718354365,0.157772787999032,-17.732860364432476,20.05352046933632,-5.907812258851473,0.4589154939095173,2.2036049667351865,-0.029468810326480657
16076000000,394,16065000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748105377489143,-1.018209586675133,1.7984291376199995,-2.50906441041729,-1.7549587861730807,1.004095783524459,1.3089437300829978,-0.005540094732433814,0.006254077758181576,0.0007126660571277815,0.008462533893679272,-0.00799915189705093,-0.004410490098419491,-0.005141661702762051,-0.12059605250765824,-18.15878349846032,20.22980543783554,-6.108595387970717,0.6070493503934876,2.29394638414809,0.03541345473758571
16136000000,395,16121000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748093627427872,-1.0182194645451164,1.7984350010740116,-2.509069799006422,-1.7549417293903398,1.0041035769190536,1.308949258570589,0.0016170837503168018,-0.00995608953970039,0.006131292002850444,-0.005156461558999512,0.01696427759605444,0.007759697699980854,0.005568483536591994,-0.1675587212678696,-17.782900523921263,20.201513759893817,-5.774068408599863,0.4560030540920524,2.214782313898402,-0.025826834747579155
16191000000,396,16172000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748066056650211,-1.0182175122070989,1.7984305665880989,-2.5090748000508345,-1.754949843712847,1.0041023454509386,1.3089476043587691,0.0028775028365725583,0.0019324888651083018,-0.00436445909087139,-0.004939606286494155,-0.008130089738174088,-0.001244501225262457,-0.001633626904614591,0.04807750853790308,-18.27513120095666,20.367557831956596,-6.185904166998037,0.7098909127863205,2.3376558070287743,0.02800135955047153
16242000000,397,16222000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748065380705293,-1.018217523717242,1.7984306067405136,-2.509074763558643,-1.7549498657577445,1.0041023431537788,1.3089475975016338,0.002879732911370039,0.0019321257720456423,-0.004363136992555548,-0.004938407881302516,-0.008130489009368509,-0.001244719451349566,-0.001633411463559093,0.04818530411219193,-18.275150382020676,20.367622099027667,-6.185845839376863,0.7098813140910392,2.3376532756674218,0.02800213437299398
16290000000,398,16268000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.2748013170454104,-1.0182096185140832,1.7984264992946102,-2.5090705776203235,-1.7549576257198414,1.0040967925713735,1.3089417473176113,0.005114393019125028,0.00792222776736142,-0.004168527424379233,0.004129783500365684,-0.007734730098204945,-0.005542968979765018,-0.005850474610957909,0.0877029041115041,-17.917224156617863,20.049973537321666,-6.182517476621101,0.45692158963128726,2.247422970833154,-0.008090755722531902
16310000000,399,16303000000,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,-1.274801253665732,-1.0182096286037163,1.7984265361479697,-2.5090705433769624,-1.7549576392923694,1.0040967869805728,1.308941748892929,0.005113660710326832,0.007922351606678594,-0.004168958582511835,0.00412939199159512,-0.0077345306243154655,-0.005542928517576833,-0.005850469413779225,0.0877196309657301,-17.91722776312582,20.049983585144012,-6.182508123091127,0.45692007581943483,2.2474225240013337,-0.008090635988279339
